======== n=1000, T=20 ========
-- BW=silverman --
Run 24: MS RMSE = 0.0024, DP RMSE = 6.3843, MS BW = 0.7000, DP BW = 0.7000
Run 25: MS RMSE = 0.0420, DP RMSE = 5.0494, MS BW = 0.7000, DP BW = 0.7000
Run 26: MS RMSE = 0.0224, DP RMSE = 10.7062, MS BW = 0.7000, DP BW = 0.7000
Run 27: MS RMSE = 0.0030, DP RMSE = 14.1420, MS BW = 0.7000, DP BW = 0.7000
Run 28: MS RMSE = 0.0124, DP RMSE = 4.7402, MS BW = 0.7000, DP BW = 0.7000
Run 29: MS RMSE = 0.0026, DP RMSE = 7.0660, MS BW = 0.7000, DP BW = 0.7000
Run 30: MS RMSE = 0.0002, DP RMSE = 9.3259, MS BW = 0.7000, DP BW = 0.7000
Run 31: MS RMSE = 0.0491, DP RMSE = 15.6769, MS BW = 0.7000, DP BW = 0.7000
Run 32: MS RMSE = 0.0033, DP RMSE = 6.2265, MS BW = 0.7000, DP BW = 0.7000
Run 33: MS RMSE = 0.0039, DP RMSE = 0.8480, MS BW = 0.7000, DP BW = 0.7000
Run 34: MS RMSE = 0.0036, DP RMSE = 5.8309, MS BW = 0.7000, DP BW = 0.7000
Run 35: MS RMSE = 0.0015, DP RMSE = 5.7538, MS BW = 0.7000, DP BW = 0.7000
Run 36: MS RMSE = 0.0037, DP RMSE = 2.0930, MS BW = 0.7000, DP BW = 0.7000
Run 37: MS RMSE = 0.0031, DP RMSE = 2.4735, MS BW = 0.7000, DP BW = 0.7000
Run 38: MS RMSE = 0.0007, DP RMSE = 7.9543, MS BW = 0.7000, DP BW = 0.7000
Run 39: MS RMSE = 0.0416, DP RMSE = 5.6674, MS BW = 0.7000, DP BW = 0.7000
Run 40: MS RMSE = 0.0161, DP RMSE = 1.0021, MS BW = 0.7000, DP BW = 0.7000
Run 41: MS RMSE = 0.0067, DP RMSE = 3.4903, MS BW = 0.7000, DP BW = 0.7000
Run 42: MS RMSE = 0.0071, DP RMSE = 8.1965, MS BW = 0.7000, DP BW = 0.7000
Run 43: MS RMSE = 0.0788, DP RMSE = 7.5473, MS BW = 0.7000, DP BW = 0.7000
Run 44: MS RMSE = 0.0088, DP RMSE = 10.9439, MS BW = 0.7000, DP BW = 0.7000
Run 45: MS RMSE = 0.0038, DP RMSE = 9.7065, MS BW = 0.7000, DP BW = 0.7000
Run 46: MS RMSE = 0.0007, DP RMSE = 1.8409, MS BW = 0.7000, DP BW = 0.7000
